Hostname                                  Interface     Status   Description                             Optics              Serial
BORM-IPB-P-RT-02_a.txt                    |xe-4/2/3      |Up       |BORM-IPB_PE-RT-03-Te0/2/0/13            |SFP+-10G-SR         |CG22KN0GF
BORM-IPB-P-RT-02_a.txt                    |xe-4/3/0      |Up       |BORM-IPB_PE-RT-03-Te0/6/0/10            |SFP+-10G-SR         |ARG18YN
BORM-IPB-P-RT-02_a.txt                    |xe-4/3/1      |Up       |BORM-IPB_PE-RT-03-Te0/6/0/11            |SFP+-10G-SR         |ARG18M6
BORM-IPB-P-RT-02_a.txt                    |xe-4/3/2      |Up       |SNSU-IPB_P-RT-03-xe-8/3/0               |SFP+-10G-LR         |APQ2ECK
BORM-IPB-P-RT-02_a.txt                    |xe-4/3/3      |Up       |BORM-IPB_PE-RT-03-Te0/5/0/21            |SFP+-10G-SR         |AA171130DRR
BORM-IPB-P-RT-02_a.txt                    |xe-5/0/0      |Up       |BORM-IPB_PE-RT-04-Te0/4/0/4             |SFP+-10G-SR         |ARG1G4G
BORM-IPB-P-RT-02_a.txt                    |xe-5/0/1      |Up       |SNSU-IPB_P-RT-03-Xe-10/0/1              |SFP+-10G-LR         |45T012403336
BORM-IPB-P-RT-02_a.txt                    |xe-5/0/2      |Up       |SNSU-IPB_P-RT-03-xe-9/3/0_B11X03435     |SFP+-10G-LR         |45T012404656
BORM-IPB-P-RT-02_a.txt                    |xe-5/0/3      |Up       |BORM-IPB_PE-RT-03-Te-0/5/0/2            |SFP+-10G-SR         |ARG192N
BORM-IPB-P-RT-02_a.txt                    |xe-5/1/0      |Up       |SNSU-IPB_P-RT-04-xe-4/3/2_B11X03343     |SFP+-10G-LR         |45T012405413
BORM-IPB-P-RT-02_a.txt                    |xe-5/1/1      |Up       |SNSU-IPB_P-RT-04-xe-9/0/2_B11X05496     |SFP+-10G-LR         |AV90HJG
BORM-IPB-P-RT-02_a.txt                    |xe-5/1/2      |Up       |BORM-IPB_PE-RT-03-Te0/6/0/18            |SFP+-10G-SR         |ARG1GWW
BORM-IPB-P-RT-02_a.txt                    |xe-5/1/3      |Up       |BORM-IPB_PE-RT-04-Te-0/5/0/2            |SFP+-10G-SR         |ARG196W
BORM-IPB-P-RT-02_a.txt                    |xe-5/2/0      |Up       |SNSU-IPB_P-RT-02-xe-9/0/2_B11X03342     |SFP+-10G-LR         |APS051J
BORM-IPB-P-RT-02_a.txt                    |xe-5/2/1      |Up       |SNSU-IPB_P-RT-04-Xe-10/0/1              |SFP+-10G-LR         |45T012405189
BORM-IPB-P-RT-02_a.txt                    |xe-5/2/2      |Up       |BORM-IPB_PE-RT-03-Te0/6/0/19            |SFP+-10G-SR         |ARG1982
BORM-IPB-P-RT-02_a.txt                    |xe-5/2/3      |Up       |BORM-IPB_PE-RT-04-Te0/5/0/21            |SFP+-10G-SR         |AA171130DV3
BORM-IPB-P-RT-02_a.txt                    |xe-5/3/0      |Up       |BORM-IPB_PE-RT-04-Te0/6/0/10            |SFP+-10G-SR         |ARG18H0
BORM-IPB-P-RT-02_a.txt                    |xe-5/3/1      |Up       |BORM-IPB_PE-RT-04-Te0/6/0/11            |SFP+-10G-SR         |ARG18J5
BORM-IPB-P-RT-02_a.txt                    |xe-5/3/2      |Up       |SNSU-IPB_P-RT-04-xe-8/3/0               |SFP+-10G-LR         |AV90N9X
BORM-IPB-P-RT-02_a.txt                    |xe-5/3/3      |Up       |SNSU-IPB_P-RT-04-xe-10/3/3              |SFP+-10G-LR         |AV90HF3
BORM-IPB-P-RT-02_a.txt                    |xe-7/0/0      |Down     |BORM-IPB_PE-RT-01-TE5/1/2               |XFP-10G-SR          |AD1144M00LT
BORM-IPB-P-RT-02_a.txt                    |xe-7/1/0      |Up       |BORM-IPB_PE-RT-03-Te0/1/0/12            |XFP-10G-SR          |AD1144M00G3
BORM-IPB-P-RT-02_a.txt                    |xe-7/2/0      |Up       |SNSU-IPB_P-RT-02-xe-9/2/2_B11X00665     |XFP-10G-LR          |UKG03H3
BORM-IPB-P-RT-02_a.txt                    |xe-7/3/0      |Down     |NONE                                    |XFP-10G-LR          |UKP05YS
BORM-IPB-P-RT-02_a.txt                    |xe-8/0/0      |Up       |SNSU-IPB_P-RT-01-xe-8/3/3               |SFP+-10G-LR         |AD18295000P
BORM-IPB-P-RT-02_a.txt                    |xe-8/0/1      |Up       |SNSU-IPB_P-RT-03-xe-1/3/3               |SFP+-10G-LR         |AD1825500YY
BORM-IPB-P-RT-02_a.txt                    |xe-8/0/2      |Up       |BORM-IPB_PE-RT-04-Te0/2/0/13            |SFP+-10G-SR         |APJ2AT0
BORM-IPB-P-RT-02_a.txt                    |xe-8/0/3      |Up       |BORM-IPB_PE-RT-03-Te0/2/0/14            |SFP+-10G-SR         |AA171130DSK
BORM-IPB-P-RT-02_a.txt                    |xe-8/1/0      |Up       |SNSU-IPB_P-RT-01-xe-10/3/3              |SFP+-10G-LR         |AD1825501W3
BORM-IPB-P-RT-02_a.txt                    |xe-8/1/1      |Up       |SNSU-IPB_P-RT-03-xe-10/3/3              |SFP+-10G-LR         |AD18255007U
BORM-IPB-P-RT-02_a.txt                    |xe-8/1/2      |Up       |BORM-IPB_PE-RT-04-Te0/2/0/14            |SFP+-10G-SR         |MTH001U
BORM-IPB-P-RT-02_a.txt                    |xe-8/1/3      |Up       |BORM-IPB_PE-RT-03-Te0/2/0/15            |SFP+-10G-SR         |AA1711307TF
BORM-IPB-P-RT-02_a.txt                    |xe-8/2/0      |Down     |neno                                    |SFP+-10G-LR         |AD18255022Y
BORM-IPB-P-RT-02_a.txt                    |xe-8/2/1      |Up       |BORM-IPB_CORE-RT-01-10GE8/0/2           |SFP+-10G-LR         |AV90J1G
BORM-IPB-P-RT-02_a.txt                    |xe-8/2/2      |Up       |BORM-IPB_PE-RT-04-Te0/2/0/15            |SFP+-10G-SR         |MTJ0EVR
BORM-IPB-P-RT-02_a.txt                    |xe-8/2/3      |Up       |BORM-IPB_PE-RT-03-Te0/2/0/16            |SFP+-10G-SR         |AA171130DUF
BORM-IPB-P-RT-02_a.txt                    |xe-8/3/0      |Up       |SNSU-IPB_P-RT-02-xe-10/3/3              |SFP+-10G-LR         |AD1825500ZJ
BORM-IPB-P-RT-02_a.txt                    |xe-8/3/1      |Up       |BORM-IPB_CORE-RT-02-10GE8/0/2           |SFP+-10G-LR         |H5M2004875
BORM-IPB-P-RT-02_a.txt                    |xe-8/3/2      |Up       |BORM-IPB_PE-RT-04-Te0/2/0/16            |SFP+-10G-SR         |CG22KN0AB
BORM-IPB-P-RT-02_a.txt                    |xe-8/3/3      |Up       |SNSU-IPB_P-RT-02-xe-8/3/3               |SFP+-10G-LR         |AD182550085
BORM-IPB-P-RT-02_a.txt                    |xe-9/0/0      |Down     |BORM-IPB_PE-RT-02-TE5/1/2               |SFP+-10G-SR         |CJ30YJ05A
BORM-IPB-P-RT-02_a.txt                    |xe-9/0/1      |Up       |SNSU-IPB_P-RT-03-xe-8/1/3_N000016822759 |SFP+-10G-LR         |AD192050353
BORM-IPB-P-RT-02_a.txt                    |xe-9/0/2      |Up       |SNSU-IPB_P-RT-04-xe-8/1/3_N000016822760 |SFP+-10G-LR         |AD19205034N
BORM-IPB-P-RT-02_a.txt                    |xe-9/0/3      |Up       |BORM-IPB_CORE-RT-01-10GE6/0/13          |SFP+-10G-LR         |APF21Y6
BORM-IPB-P-RT-02_a.txt                    |xe-9/1/0      |Up       |BORM-IPB_PE-RT-04-Te0/1/0/12            |SFP+-10G-SR         |A0AAPL5
BORM-IPB-P-RT-02_a.txt                    |xe-9/1/1      |Up       |BORM-IPB_PE-RT-03-Te0/2/0/5             |SFP+-10G-SR         |CG22KN016
BORM-IPB-P-RT-02_a.txt                    |xe-9/1/2      |Up       |BORM-IPB_PE-RT-04-Te0/2/0/5             |SFP+-10G-SR         |MTJ02CK
BORM-IPB-P-RT-02_a.txt                    |xe-9/1/3      |Up       |BORM-IPB_CORE-RT-01-10GE7/0/13          |SFP+-10G-LR         |AD1920505AY
BORM-IPB-P-RT-02_a.txt                    |xe-9/2/0      |Down     |BORM-IPB_PE-RT-01-TE6/1/2               |SFP+-10G-SR         |AQ32FAS
BORM-IPB-P-RT-02_a.txt                    |xe-9/2/1      |Up       |BORM-IPB_CORE-RT-01-10GEGE6/0/22        |SFP+-10G-SR         |AD17093148V
BORM-IPB-P-RT-02_a.txt                    |xe-9/2/2      |Up       |BORM-IPB_CORE-RT-02-10GEGE6/0/22        |SFP+-10G-SR         |AD1709314AR
BORM-IPB-P-RT-02_a.txt                    |xe-9/2/3      |Up       |BORM-IPB_CORE-RT-02-10GE6/0/13          |SFP+-10G-LR         |APR2X3C
BORM-IPB-P-RT-02_a.txt                    |xe-9/3/0      |Down     |BORM-IPB_PE-RT-02-TE6/1/2               |SFP+-10G-SR         |CJ30YJ03T
BORM-IPB-P-RT-02_a.txt                    |xe-9/3/1      |Up       |BORM-IPB_CORE-RT-01-10GE8/0/3           |SFP+-10G-LR         |J5V2046750
BORM-IPB-P-RT-02_a.txt                    |xe-9/3/2      |Up       |BORM-IPB_CORE-RT-01-10GE8/0/3           |SFP+-10G-LR         |J5V2037048
BORM-IPB-P-RT-02_a.txt                    |xe-9/3/3      |Up       |BORM-IPB_CORE-RT-02-10GE7/0/13          |SFP+-10G-LR         |K8V2007841
BORM-IPB-P-RT-02_a.txt                    |xe-10/0/0     |Up       |BORM-IPB_PE-RT-04-Te0/5/0/6             |XFP-10G-SR          |1043P-10038
BORM-IPB-P-RT-02_a.txt                    |xe-10/1/0     |Up       |SNSU-IPB_P-RT-04-xe-9/3/0_B11X00941     |XFP-10G-LR          |UKE058P
BORM-IPB-P-RT-02_a.txt                    |xe-10/2/0     |Up       |BORM-IPB_PE-RT-03-Te0/5/0/7             |XFP-10G-SR          |1043P-10055
BORM-IPB-P-RT-02_a.txt                    |xe-10/3/0     |Up       |BORM-IPB_PE-RT-04-Te0/5/0/7             |XFP-10G-SR          |22T805000466
BORM-IPB-P-RT-02_a.txt                    |xe-11/0/0     |Up       |                                        |XFP-10G-SR          |AD1144M00KY
BORM-IPB-P-RT-02_a.txt                    |xe-11/1/0     |Up       |                                        |XFP-10G-SR          |AD1144M00ED
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/0     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/1     |Down     |                                        |SFP-SX              |PLG32FP
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/2     |Down     |SKT-ASBR-RT-02-GE2/0/2                  |SFP-SX              |PLG6J1N
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/3     |Down     |                                        |SFP-SX              |PLG4AC7
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/4     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/5     |Down     |                                        |SFP-SX              |PLG6HTQ
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/6     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/7     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/8     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/2/9     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/0     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/1     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/2     |Up       |SKT2_PE-RT-06                           |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/3     |Down     |                                        |SFP-SX              |PLG4EPT
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/4     |Down     |BORM-IPB-PROBE-L2SW-01_OLD              |SFP-SX              |PLG4AKS
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/5     |Down     |                                        |SFP-SX              |PLG41C3
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/6     |Down     |                                        |SFP-SX              |PLG353V
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/7     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/8     |Down     |                                        |X                   |X
BORM-IPB-P-RT-02_a.txt                    |ge-11/3/9     |Down     |                                        |SFP-SX              |PLG4AM3
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/0      |Up       |BUAM-IBC-01-Gi1/1/1_ALU                 |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/1      |Up       |BUAM-IWIB-L3SW-01-1/1                   |SFP-SX              |AM15042JF1Y
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/2      |Up       |SKT_Allak_CRM_TWCC_BB1-P1/47            |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/3      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/4      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/5      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/6      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/7      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/8      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/0/9      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/0      |Up       |BUAM-IBC-02-Gi1/1/1_ALU                 |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/1      |Up       |BUAM-IWIB-L3SW-01-1/2                   |SFP-SX              |AC1101S0057
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/2      |Up       |SKT_Buam_TWCC_BB1-P1/24                 |SFP-SX              |AM1508252LV
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/3      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/4      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/5      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/6      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/7      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/8      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/1/9      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/0      |Up       |BUAM-IBC-01-Gi1/0/0_HUAWEI              |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/1      |Up       |BUAM-IWIB-L3SW-02-1/1                   |SFP-SX              |AC1047S059E
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/2      |Up       |BUAM-SDNNMS-SVR192_2                    |SFP-SX              |AM17082SGNN
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/3      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/4      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/5      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/6      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/7      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/8      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/2/9      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/0      |Up       |BUAM-IBC-02-Gi1/0/0_HUAWEI              |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/1      |Up       |BUAM-IWIB-L3SW-02-1/2                   |SFP-SX              |AM15042JF3W
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/2      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/3      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/4      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/5      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/6      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/7      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/8      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |ge-0/3/9      |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/0      |Up       |CNTM-IPB_PPE-RT-01-xe-1/1/13_N000002956467|SFP+-10G-LR         |38T012403691
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/1      |Up       |CNTM-IPB_PPE-RT-02_xe-1/0/11_N000002943843|SFP+-10G-LR         |APS17V4
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/2      |Up       |CNTM-IPB_PPE-RT-01_xe-1/1/19_N000018064780|SFP+-10G-LR         |AD18295000E
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/3      |Up       |CNTM-IPB_PPE-RT-02_xe-1/1/19_N000018064781|SFP+-10G-LR         |AV90K0H
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/4      |Up       |BUAM-IBC-02-Te5/1/1_ALU                 |SFP+-10G-LR         |APS04ZF
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/5      |Up       |BUAM-IBC-01-Te5/1/2_ALU                 |SFP+-10G-LR         |AD18295001G
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/6      |Up       |BUAM-IBC-01-Te5/1/5_ALU                 |SFP+-10G-LR         |APS04ZK
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/7      |Up       |BUAM-IBC-02-Te5/1/4_ALU                 |SFP+-10G-LR         |AD1825501WA
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/8      |Up       |BUAM-IPB_CORE-RT-01-10GE7/0/20          |SFP+-10G-LR         |H2Q2003989
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/9      |Down     |NONE                                    |SFP+-10G-LR         |AM5109E
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/10     |Down     |NONE                                    |SFP+-10G-LR         |AD1920505AG
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/11     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/12     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/13     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/14     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/15     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/16     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/17     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/18     |Down     |NONE                                    |X                   |X
BUAM-IPB-PPE-RT-01.txt                    |xe-1/0/19     |Up       |BUAM-IPB_PPE-RT-02_xe-1/0/19            |SFP+-10G-SR         |AQ32F8H
