Hostname                                  Interface     Status   Description                             Optics              Serial
DNSN-IPB-P-RT-04_a.txt                    |xe-8/2/3      |Up       |SNSU-IPB_P-RT-01-xe-8/2/3_N000016543623 |SFP+-10G-LR         |J5V2047083
DNSN-IPB-P-RT-04_a.txt                    |xe-8/3/0      |Up       |DNSN-IPB_PE-RT-16-Te0/1/0/7             |SFP+-10G-LR         |H5K2006059
DNSN-IPB-P-RT-04_a.txt                    |xe-8/3/1      |Up       |DNSN-IPB_PE-RT-15-Te0/1/0/7             |SFP+-10G-LR         |H5M2004478
DNSN-IPB-P-RT-04_a.txt                    |xe-8/3/2      |Down     |NONE                                    |SFP+-10G-LR         |IA82015986
DNSN-IPB-P-RT-04_a.txt                    |xe-8/3/3      |Up       |DNSN-IPB_PE-RT-12-Te0/6/0/13            |SFP+-10G-SR         |MVJ1JZF
DNSN-IPB-P-RT-04_a.txt                    |xe-9/0/0      |Up       |DNSN-IPB_PE-RT-08-Te0/3/0/21            |SFP+-10G-LR         |G8G2005293
DNSN-IPB-P-RT-04_a.txt                    |xe-9/0/1      |Up       |DNSN-IPB_PE-RT-03-Te0/4/0/8             |SFP+-10G-SR         |ARG2TJH
DNSN-IPB-P-RT-04_a.txt                    |xe-9/0/2      |Up       |DNSN-IPB_PE-RT-12-Te0/5/0/19            |SFP+-10G-SR         |ARG2UXH
DNSN-IPB-P-RT-04_a.txt                    |xe-9/0/3      |Up       |DNSN-IPB_PE-RT-16-Te0/4/0/20            |SFP+-10G-LR         |AD18295000N
DNSN-IPB-P-RT-04_a.txt                    |xe-9/1/0      |Up       |DNSN-IPB_PE-RT-14-Te0/1/0/19            |SFP+-10G-LR         |G8F2005564
DNSN-IPB-P-RT-04_a.txt                    |xe-9/1/1      |Up       |DNSN-IPB_PE-RT-03-Te0/3/0/17            |SFP+-10G-SR         |AQ32M2W
DNSN-IPB-P-RT-04_a.txt                    |xe-9/1/2      |Up       |DNSN-IPB_PE-RT-06-Te0/4/0/13            |SFP+-10G-SR         |ARG2TCT
DNSN-IPB-P-RT-04_a.txt                    |xe-9/1/3      |Up       |GWJU-IPB_PPE-RT-01_xe-1/1/14_N000016910362|SFP+-10G-LR         |AD1920501ZJ
DNSN-IPB-P-RT-04_a.txt                    |xe-9/2/0      |Up       |DNSN-IPB_PE-RT-02-Te0/3/0/2             |SFP+-10G-SR         |AQ32F7Y
DNSN-IPB-P-RT-04_a.txt                    |xe-9/2/1      |Up       |DNSN-IPB_PE-RT-04-Te0/2/0/15            |SFP+-10G-SR         |AQ32DMY
DNSN-IPB-P-RT-04_a.txt                    |xe-9/2/2      |Up       |DNSN-IPB_PE-RT-06-Te0/6/0/23            |SFP+-10G-SR         |APJ2B3Q
DNSN-IPB-P-RT-04_a.txt                    |xe-9/2/3      |Up       |TAEP-IPB_PPE-RT-01_xe-11/1/0_N000017680766|SFP+-10G-LR         |IA82016064
DNSN-IPB-P-RT-04_a.txt                    |xe-9/3/0      |Up       |DNSN-IPB_PE-RT-03-Te0/2/0/15            |SFP+-10G-SR         |ANC0H2V
DNSN-IPB-P-RT-04_a.txt                    |xe-9/3/1      |Up       |DNSN-IPB_PE-RT-05-Te0/6/0/23            |SFP+-10G-SR         |AN40UNV
DNSN-IPB-P-RT-04_a.txt                    |xe-9/3/2      |Up       |DNSN-IPB_PE-RT-14-Te0/4/0/19            |SFP+-10G-LR         |G8E2006220
DNSN-IPB-P-RT-04_a.txt                    |xe-9/3/3      |Up       |DNSN-IPB_CORE-RT-02-10GE8/0/22          |SFP+-10G-LR         |IA82015992
DNSN-IPB-P-RT-04_a.txt                    |xe-10/0/0     |Up       |DNSN-IPB_PE-RT-07-Te0/6/0/8             |SFP+-10G-LR         |E8B2018084
DNSN-IPB-P-RT-04_a.txt                    |xe-10/0/1     |Up       |DNSN-IPB_PE-RT-08-Te0/4/0/8             |SFP+-10G-LR         |E8B2018433
DNSN-IPB-P-RT-04_a.txt                    |xe-10/0/2     |Up       |DNSN-IPB_PE-RT-08-Te0/6/0/8             |SFP+-10G-LR         |APS06N2
DNSN-IPB-P-RT-04_a.txt                    |xe-10/0/3     |Up       |DNSN-IPB_PE-RT-13-Te0/5/0/20            |SFP+-10G-LR         |IA82016084
DNSN-IPB-P-RT-04_a.txt                    |xe-10/1/0     |Up       |DNSN-IPB_PE-RT-09-Te0/6/0/7             |SFP+-10G-LR         |AM51099
DNSN-IPB-P-RT-04_a.txt                    |xe-10/1/1     |Up       |DNSN-IPB_PE-RT-09-Te0/4/0/2             |SFP+-10G-LR         |AV901CZ
DNSN-IPB-P-RT-04_a.txt                    |xe-10/1/2     |Up       |DNSN-IPB_PE-RT-10-Te0/2/0/8             |SFP+-10G-LR         |AV90JFX
DNSN-IPB-P-RT-04_a.txt                    |xe-10/1/3     |Up       |GWJU-IPB_PPE-RT-01_xe-11/1/14_N000016910366|SFP+-10G-LR         |AD1920501J2
DNSN-IPB-P-RT-04_a.txt                    |xe-10/2/0     |Up       |DNSN-IPB_PE-RT-06-Te0/0/0/22            |SFP+-10G-SR         |MTJ0JX1
DNSN-IPB-P-RT-04_a.txt                    |xe-10/2/1     |Up       |                                        |SFP+-10G-SR         |MTJ06JC
DNSN-IPB-P-RT-04_a.txt                    |xe-10/2/2     |Up       |CNTM-IPB_PPE-RT-02-xe-1/0/14_N000002942619|SFP+-10G-LR         |APE013H
DNSN-IPB-P-RT-04_a.txt                    |xe-10/2/3     |Up       |DNSN-IPB_PE-RT-14-Te0/5/0/20            |SFP+-10G-LR         |IA82016198
DNSN-IPB-P-RT-04_a.txt                    |xe-10/3/0     |Up       |DNSN-IPB_PE-RT-10-Te0/6/0/7             |SFP+-10G-LR         |ATM0SRH
DNSN-IPB-P-RT-04_a.txt                    |xe-10/3/1     |Up       |CNTM-IPB_PPE-RT-02-xe-1/0/2_N000002941027|SFP+-10G-LR         |APE01HT
DNSN-IPB-P-RT-04_a.txt                    |xe-10/3/2     |Up       |CNTM-IPB_PPE-RT-02-xe-1/0/15_N000002944897|SFP+-10G-LR         |APE0H6R
DNSN-IPB-P-RT-04_a.txt                    |xe-10/3/3     |Down     |NONE                                    |SFP+-10G-LR         |IA82015828
DNSN-IPB-P-RT-04_a.txt                    |xe-11/0/0     |Up       |DNSN-IPB_PE-RT-17-GE10/0/46             |SFP+-10G-LR         |AD18295001F
DNSN-IPB-P-RT-04_a.txt                    |xe-11/0/1     |Up       |WNJU-IPB-PPE-RT-01-xe-11/1/0_N000017419013|SFP+-10G-LR         |AV90HWU
DNSN-IPB-P-RT-04_a.txt                    |xe-11/0/2     |Up       |TAEP-IPB_PPE-RT-02_xe-11/1/0_N000017680774|SFP+-10G-LR         |ATN06LP
DNSN-IPB-P-RT-04_a.txt                    |xe-11/0/3     |Up       |CNTM-IPB_PPE-RT-02_xe-1/0/0_N000017824753|SFP+-10G-LR         |APS0ND0
DNSN-IPB-P-RT-04_a.txt                    |xe-11/1/0     |Up       |TAEP-IPB_PPE-RT-02_xe-11/1/1_N000017680778|SFP+-10G-LR         |APE0HQE
DNSN-IPB-P-RT-04_a.txt                    |xe-11/1/1     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/1/2     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/1/3     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/2/0     |Up       |DNSN-IPB_PE-RT-18-GE10/0/46             |SFP+-10G-LR         |APE0HA3
DNSN-IPB-P-RT-04_a.txt                    |xe-11/2/1     |Up       |WNJU-IPB-PPE-RT-02-xe-11/1/0_N000017419018|SFP+-10G-LR         |AV90HG5
DNSN-IPB-P-RT-04_a.txt                    |xe-11/2/2     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/2/3     |Up       |SNSU-IPB-P-RT-02_xe-5/2/3_N000018127356 |SFP+-10G-LR         |JC22016421
DNSN-IPB-P-RT-04_a.txt                    |xe-11/3/0     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/3/1     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/3/2     |Down     |NONE                                    |X                   |X
DNSN-IPB-P-RT-04_a.txt                    |xe-11/3/3     |Up       |SNSU-IPB-P-RT-03_xe-11/1/0_N000018127358|SFP+-10G-LR         |JC22016207
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/0      |Up       |GWJU-IBC-01-Gi0/0/0/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/1      |Up       |JEJU-IBC-01-Gi0/3/1/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/2      |Up       |GWJU-WIFI-L3SW-01-GE1:1_BE21            |SFP-SX              |AM1508252QL
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/3      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/4      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/5      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/6      |Up       |SKT_Gwangju_Call_C7604_BB1-Gi3/24       |SFP-SX              |AM1508252Q3
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/0/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/0      |Up       |GWJU-IBC-01-Gi1/0/0_HUAWEI              |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/1      |Up       |GWJU-IWIB-L3SW-01-GE1/1                 |SFP-SX              |AM15442CXT6
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/2      |Up       |GWJU-WIFI-L3SW-02-GE1:1_BE22            |SFP-SX              |AM1508252PZ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/3      |Up       |GWJU-ISIG-L3SW-01-Ge1:2                 |SFP-SX              |AM15442CXTU
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/4      |Up       |GWJU-TRAFFICA-RACK-01-SW-01             |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/5      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/6      |Up       |GWJU-IPB_IPTV-PROBE-L2SW-01             |SFP-SX              |AM1508252PV
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/1/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/0      |Up       |GWJU-IBC-02-Gi0/0/0/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/1      |Up       |JEJU-IBC-02-Gi0/3/1/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/2      |Up       |GWJU-WIFI-L3SW-01-GE2:1_BE21            |SFP-SX              |AM1508252M5
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/3      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/4      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/5      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/6      |Up       |SKT_Gwangju_CRM_C4506_BB1-Gi3/18        |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/2/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/0      |Up       |GWJU-IBC-02-Gi1/0/0_HUAWEI              |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/1      |Up       |GWJU-IWIB-L3SW-02-GE1/1                 |SFP-SX              |AM1508252P1
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/2      |Up       |GWJU-WIFI-L3SW-02-GE2:1_BE22            |SFP-SX              |AM1508252PS
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/3      |Up       |GWJU-ISIG-L3SW-02-Ge1:2                 |SFP-SX              |AM1508252M8
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/4      |Up       |GWJU-TRAFFICA-RACK-04-SW-01             |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/5      |Up       |SKT_WEST2_C4500_BB1-Gi2/24              |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/6      |Up       |NMS_WCDMA_VRF                           |SFP-SX              |AM1508252Q0
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |ge-0/3/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/0      |Up       |GWJU-IBC-01-Te0/2/1/3_CISCO             |SFP+-10G-LR         |IA82016373
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/1      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/2      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/3      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/4      |Up       |GWJU-IBC-01-Te0/3/0/0_CISCO             |SFP+-10G-LR         |AD1920506WL
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/5      |Up       |GWJU-IBC-02-Te0/3/0/0_CISCO             |SFP+-10G-LR         |AD1920504HW
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/6      |Up       |GWJU-IBC-01-Te4/0/0_HUAWEI              |SFP+-10G-LR         |AD1920506WJ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/7      |Up       |GWJU-IBC-02-Te4/0/0_HUAWEI              |SFP+-10G-LR         |AD1825500Z0
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/8      |Up       |JEJU-IBC-01-Te0/3/0/0_CISCO             |SFP+-10G-LR         |J5V2047077
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/9      |Up       |JEJU-IBC-02-Te0/3/0/0_CISCO             |SFP+-10G-LR         |J5V2046884
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/10     |Up       |GWJU-LTE-ENB-L3SW-01-Ten4/1             |SFP+-10G-SR         |APF1TFJ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/11     |Up       |GWJU-LTE-ENB-L3SW-02-Ten4/1             |SFP+-10G-SR         |AD184530RUJ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/12     |Up       |DNSN-IPB_P-RT-01-xe-9/1/3_N000016910359 |SFP+-10G-LR         |AD1920507VZ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/13     |Up       |DNSN-IPB_P-RT-04-xe-7/2/2_N000002941045 |SFP+-10G-LR         |APS05D5
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/14     |Up       |DNSN-IPB_P-RT-02-xe-9/1/3_N000016910360 |SFP+-10G-LR         |AD1920507VT
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/15     |Up       |DNSN-IPB-P-RT-01-xe-7/2/3_N000016232796 |SFP+-10G-LR         |APS05FD
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/16     |Up       |GWJU-IPB_CORE-RT-01-10GE7/0/4           |SFP+-10G-LR         |JC22023245
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/17     |Up       |GWJU-IPB_CORE-RT-02-10GE7/0/22          |SFP+-10G-LR         |J5V2047027
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/18     |Up       |GWJU-IPB_CORE-RT-02-10GE7/0/33          |SFP+-10G-LR         |IA82016190
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/0/19     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/0      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/1      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/2      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/3      |Up       |GWJU-IBC-01-XGE_3/1/3_HUAWEI            |SFP+-10G-LR         |H5M2004821
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/4      |Up       |GWJU-IBC-01-Te0/1/0/0_CISCO             |SFP+-10G-LR         |AD1920506W9
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/5      |Up       |GWJU-IBC-02-Te0/1/0/0_CISCO             |SFP+-10G-LR         |AD1920506WE
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/6      |Up       |GWJU-IBC-01-Te3/1/1_HUAWEI              |SFP+-10G-LR         |AD1920506WK
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/7      |Up       |GWJU-IBC-02-Te3/1/1_HUAWEI              |SFP+-10G-LR         |AD19205034M
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/10     |Up       |GWJU-IDATA-L3SW-01-Te1/1                |SFP+-10G-SR         |AD184530TFY
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/11     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/12     |Up       |DNSN-IPB_P-RT-03-xe-9/1/3_N000016910361 |SFP+-10G-LR         |AD1920505A4
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/13     |Up       |DNSN-IPB-P-RT-03-xe-5/2/2_N000002944043 |SFP+-10G-LR         |J5V2046230
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/14     |Up       |DNSN-IPB_P-RT-04-xe-9/1/3_N000016910362 |SFP+-10G-LR         |AD1920507WA
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/15     |Up       |DNSN-IPB_P-RT-01-xe-9/3/2_N000002946209 |SFP+-10G-LR         |APR2SDK
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/16     |Up       |GWJU-IPB_CORE-RT-01-10GE7/0/2           |SFP+-10G-LR         |AD19205034C
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/17     |Up       |SKB-GWJU-DS1-Xe1/1/0                    |SFP+-10G-LR         |AD1920507W2
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/18     |Up       |GWJU-IPB_CORE-RT-01-10GE7/0/3           |SFP+-10G-LR         |APS0N7R
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-1/1/19     |Up       |GWJU-IPB_PPE-RT-02-xe-1/1/19            |SFP+-10G-SR         |AD184530TN9
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/0     |Up       |GWJU-IBC-02-Te0/2/1/3_CISCO             |SFP+-10G-LR         |ATN00Q0
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/1     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/2     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/3     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/4     |Up       |GWJU-IBC-01-Te0/3/0/1_CISCO             |SFP+-10G-LR         |AD19205034R
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/5     |Up       |GWJU-IBC-02-Te0/3/0/1_CISCO             |SFP+-10G-LR         |AD19205034A
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/6     |Up       |GWJU-IBC-01-Te4/0/1_HUAWEI              |SFP+-10G-LR         |AD1825500ZH
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/7     |Up       |GWJU-IBC-02-Te4/0/1_HUAWEI              |SFP+-10G-LR         |AD1825501YC
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/8     |Up       |JEJU-IBC-01-Te0/2/0/3_CISCO             |SFP+-10G-LR         |J5V2046871
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/9     |Up       |JEJU-IBC-02-Te0/2/0/3_CISCO             |SFP+-10G-LR         |J5V2047072
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/10    |Up       |GWJU-LTE-ENB-L3SW-01-TE4/3              |SFP+-10G-SR         |AD184530U21
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/11    |Up       |GWJU-LTE-ENB-L3SW-02-TE4/3              |SFP+-10G-SR         |AD184530THP
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/12    |Up       |DNSN-IPB_P-RT-01-xe-10/1/3_N000016910363|SFP+-10G-LR         |AD19205034J
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/13    |Up       |DNSN-IPB-P-RT-02-xe-7/2/3_N000016232794 |SFP+-10G-LR         |AD182950025
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/14    |Up       |DNSN-IPB_P-RT-02-xe-10/1/3_N000016910364|SFP+-10G-LR         |AD192050340
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/15    |Up       |DNSN-IPB-P-RT-03-xe-7/2/3_N000016232798 |SFP+-10G-LR         |AD1825501W1
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/16    |Up       |GWJU-IPB_CORE-RT-02-10GE7/0/4           |SFP+-10G-LR         |JC22016457
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/17    |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/18    |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/0/19    |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/0     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/1     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/2     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/3     |Up       |GWJU-IBC-02-XGE_3/1/3_HUAWEI            |SFP+-10G-LR         |J822007174
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/4     |Up       |GWJU-IBC-01-Te0/1/0/1_CISCO             |SFP+-10G-LR         |AD1920507WJ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/5     |Up       |GWJU-IBC-02-Te0/1/0/1_CISCO             |SFP+-10G-LR         |AD1920504HU
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/6     |Down     |GWJU-IPB_CORE-RT-01-10GE7/0/22          |SFP+-10G-LR         |J5V2046955
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/7     |Up       |GWJU-IPB_CORE-RT-01-10GE7/0/33          |SFP+-10G-LR         |AD1920501JE
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/8     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/9     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/10    |Up       |GWJU-IDATA-L3SW-02-Te1/1                |SFP+-10G-SR         |AD184530V95
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/11    |Up       |DNSN-IPB_P-RT-01-xe-3/1/1_N000015116674 |SFP+-10G-LR         |AD1825501WJ
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/12    |Up       |DNSN-IPB_P-RT-03-xe-10/1/3_N000016910365|SFP+-10G-LR         |AD1920507W8
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/13    |Up       |DNSN-IPB_P-RT-03-xe-7/3/2_N000002946213 |SFP+-10G-LR         |APS06P1
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/14    |Up       |DNSN-IPB_P-RT-04-xe-10/1/3_N000016910366|SFP+-10G-LR         |AD1920501ZR
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/15    |Up       |GWJU-IPB-PROBE-L2SW-01                  |SFP+-10G-SR         |AD184530TPN
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/16    |Up       |GWJU-IPB_CORE-RT-02-10GE7/0/2           |SFP+-10G-LR         |AD192050342
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/17    |Up       |SKB-GWJU-DS2-Xe-1/1/0                   |SFP+-10G-LR         |AD19205034G
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/18    |Up       |GWJU-IPB_CORE-RT-02-10GE7/0/3           |SFP+-10G-LR         |APS0NCW
GWJU-NEW-IPB-PPE-RT-01_a.txt              |xe-11/1/19    |Up       |GWJU-IPB_PPE-RT-02-xe-11/1/19           |SFP+-10G-SR         |AD184530TGU
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/0      |Up       |GWJU-IBC-01-Gi0/7/0/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/1      |Up       |JEJU-IBC-01-Gi0/4/1/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/2      |Up       |GWJU-WIFI-L3SW-01-GE1:25_BE21           |SFP-SX              |AM1508252MM
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/3      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/4      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/5      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/6      |Up       |SKT_Gwangju_Call_C7604_BB2-Gi3/24       |SFP-SX              |AM1508252PJ
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/7      |Down     |NONE                                    |X                   |X
